person_age,person_gender,person_income,person_emp_exp,person_home_1ership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,class
21,0,22366,0,1,6250,10.62,0.28,4,637,0,1
26,1,187161,7,0,24000,10.99,0.13,4,633,1,0
26,0,178439,0,0,24000,18.3,0.13,2,615,0,1
26,0,204962,2,0,24000,11.01,0.12,2,552,1,0
21,0,22673,0,1,2500,11.36,0.11,3,670,1,0
24,0,53633,4,0,23975,11.01,0.45,2,678,0,1
23,1,144983,2,0,23750,13.47,0.16,2,676,0,0
24,1,67032,2,0,23600,11.89,0.35,3,624,0,1
24,0,22664,0,2,10000,12.18,0.44,2,649,0,1
25,0,123299,0,0,23600,13.49,0.19,4,555,1,0
23,1,91275,0,0,23575,14.5,0.26,4,613,0,1
22,0,22564,1,1,4000,11.01,0.18,2,684,0,1
22,0,22786,0,1,5400,15.31,0.24,2,647,0,1
25,0,22450,4,2,4000,11.01,0.18,3,580,0,1
21,1,22666,0,1,3375,11.01,0.15,2,630,0,1
22,0,81701,1,0,23400,7.49,0.29,2,589,0,1
22,0,52984,0,0,23000,11.01,0.43,3,621,0,1
25,1,68579,1,0,23000,11.01,0.34,2,665,0,1
23,1,73014,0,0,23000,12.18,0.32,4,668,0,1
24,1,22608,2,2,1200,11.34,0.05,4,615,1,0
25,1,76932,2,0,23000,9.91,0.3,3,604,0,1
24,0,78955,1,0,23000,11.99,0.29,4,620,0,1
23,0,82567,0,0,23000,9.62,0.28,2,558,0,1
22,0,22466,0,1,3000,9.96,0.13,3,603,0,1
25,0,97251,2,0,23000,11.01,0.24,2,683,1,0
24,0,106607,1,0,23000,14.54,0.22,2,641,0,1
22,0,71385,0,0,22750,11.36,0.32,4,521,0,1
23,1,84865,3,0,22500,14.27,0.27,2,655,0,1
24,0,22789,1,1,3000,11.99,0.13,3,663,0,1
26,1,84801,4,0,22500,18.99,0.27,2,605,0,1
24,0,88421,4,0,22400,16.7,0.25,4,708,0,1
24,0,23071,3,2,5000,9.32,0.22,3,571,0,1
23,0,43042,1,0,22250,12.69,0.52,3,678,0,1
25,1,53119,1,0,22000,13.11,0.41,2,597,0,1
25,0,63311,1,0,22000,10.74,0.35,2,689,0,1
21,0,23597,0,2,4200,14.11,0.18,4,675,0,1
22,1,69308,1,0,22000,9.63,0.32,3,591,0,1
25,1,70598,5,0,22000,14.65,0.31,2,616,0,1
23,1,73044,0,0,22000,10.25,0.3,4,640,0,1
24,0,73043,0,0,22000,14.26,0.3,2,593,0,1
25,1,23627,4,2,3000,9.91,0.13,2,649,0,1
26,0,68198,4,0,22000,17.19,0.32,3,645,0,1
22,1,85089,0,0,22000,11.36,0.26,4,537,0,1
22,1,80358,0,0,22000,11.01,0.27,2,635,0,1
23,1,90025,0,0,22000,10.59,0.24,3,640,1,0
24,1,93232,2,0,22000,9.25,0.24,2,625,0,0
22,1,23497,0,1,3625,8.49,0.15,3,557,0,1
26,0,93314,8,0,22000,6.54,0.24,3,643,0,0
21,1,23543,0,1,6000,8.49,0.25,3,631,0,1
24,0,97038,0,0,22000,11.01,0.23,4,653,1,0
26,1,100246,1,0,22000,12.69,0.22,2,623,1,0
24,1,23667,3,1,7400,13.85,0.31,2,662,0,1
25,0,23719,2,1,4000,7.4,0.17,3,667,0,1
23,0,101575,1,0,22000,11.71,0.22,4,586,0,0
25,1,94168,3,0,22000,11.48,0.23,3,719,0,1
25,0,99394,1,0,22000,17.51,0.22,2,646,0,1
21,0,23504,0,2,3500,14.61,0.15,3,646,0,1
23,0,120500,3,0,22000,7.88,0.18,4,646,0,0
23,1,133195,1,0,22000,11.01,0.17,3,643,1,0
22,0,24148,1,2,4950,11.71,0.2,2,594,0,1
25,0,69353,1,0,21700,11.99,0.31,2,664,0,1
24,0,65946,0,0,21600,13.49,0.33,2,605,0,1
23,1,68677,0,0,21600,20,0.31,4,646,0,1
26,1,76687,3,0,21600,14.35,0.28,3,655,0,1
22,1,99087,0,0,21600,13.61,0.22,3,597,0,0
22,0,94523,0,0,21600,11.26,0.23,3,679,0,1
22,1,24092,0,1,2400,10.59,0.1,3,654,0,0
24,1,135365,1,0,21600,7.9,0.16,2,556,0,0
24,0,24420,2,2,7000,5.99,0.29,4,694,0,1
25,0,23948,3,1,3000,11.99,0.13,4,587,0,1
24,1,71718,2,0,21500,16.89,0.3,3,620,0,1
24,1,84999,0,0,21500,9.99,0.25,3,701,0,1
24,1,140396,4,0,21500,15.33,0.15,3,572,1,0
25,0,73404,4,0,21450,7.29,0.29,4,671,0,1
22,0,38473,0,0,21250,12.42,0.55,3,599,0,1
25,0,57546,3,0,21250,10.99,0.37,2,610,0,1
25,0,62422,4,0,21250,6.91,0.34,2,588,0,1
22,0,23993,1,2,5000,14.17,0.21,2,691,0,1
22,0,64732,0,0,21250,10.25,0.33,3,645,0,1
26,0,23955,2,1,9250,11.01,0.39,2,618,0,1
24,0,68154,2,0,21250,15.95,0.31,3,672,0,1
24,1,79138,2,0,21250,15.95,0.27,4,650,0,1
21,0,42536,0,0,21000,12.53,0.49,4,687,0,1
22,0,23888,0,2,1400,14.91,0.06,4,535,0,1
23,0,24013,0,2,3000,11.01,0.12,4,604,0,1
26,1,48929,6,0,21000,6.54,0.43,4,601,0,1
25,1,24121,1,1,1000,11.01,0.04,3,612,1,0
26,0,51379,5,0,21000,17.26,0.41,4,666,0,1
23,0,76364,0,0,21000,11.36,0.27,2,645,0,1
26,0,24297,3,2,4000,7.51,0.16,4,678,0,1
22,1,71599,0,0,21000,10.71,0.29,3,644,0,1
22,0,85496,1,0,21000,13.98,0.25,4,614,1,0
26,1,79163,3,0,21000,14.09,0.27,3,627,0,1
22,0,90944,0,0,21000,10,0.23,3,523,1,0
22,1,23973,0,2,5000,15.33,0.21,3,571,0,1
25,1,75181,4,0,21000,16.32,0.28,4,546,0,1
24,1,95767,2,0,21000,7.9,0.22,2,640,0,0
23,1,96788,1,0,21000,11.99,0.22,3,648,1,0
24,0,101708,2,0,21000,10.75,0.21,4,593,0,0
26,0,103023,4,0,21000,13.92,0.2,3,658,1,0
22,0,113027,2,0,21000,9.91,0.19,3,701,0,0
26,1,98366,4,0,21000,16.95,0.21,3,702,0,1
26,0,117668,0,0,21000,7.9,0.18,3,711,1,0
26,0,117297,4,0,21000,11.01,0.18,3,570,1,0
25,1,120885,4,0,21000,16.49,0.17,3,637,0,1
26,1,24183,5,3,7500,11.97,0.31,2,621,0,1
21,0,23664,1,2,6250,6.17,0.26,3,637,0,1
26,0,150692,7,0,21000,8.9,0.14,2,534,0,0
25,1,151100,2,0,21000,12.99,0.14,3,577,1,0
23,0,99197,1,0,20900,12.69,0.21,2,638,0,0
21,1,24468,0,2,15000,9.64,0.61,2,548,0,1
26,1,61015,2,0,20500,7.49,0.34,3,676,0,1
23,0,84845,0,0,20500,13.16,0.24,3,641,0,0
22,1,24872,0,1,2100,8.38,0.08,4,630,1,0
123,1,97140,101,0,20400,10.25,0.21,3,805,1,0
23,0,65613,0,0,20375,7.49,0.31,2,518,0,1
26,0,32325,4,0,20050,9.76,0.62,2,652,0,1
24,1,40881,0,0,20000,10.99,0.49,3,600,0,1
23,0,24766,0,1,5000,11.71,0.2,4,649,0,0
22,1,24995,0,1,9250,10.65,0.37,4,576,1,0
24,0,43287,0,0,20000,12.53,0.46,4,600,0,1
25,0,46375,2,0,20000,14.59,0.43,4,654,0,1
23,1,39416,0,0,20000,12.61,0.51,4,593,0,1
25,0,46636,2,0,20000,13.11,0.43,2,614,0,1
23,0,25168,0,2,6400,10.65,0.25,4,638,0,0
25,0,47473,3,0,20000,11.22,0.42,4,633,0,1
23,1,40632,0,0,20000,16,0.49,2,649,0,1
25,1,41468,2,0,20000,8.88,0.48,4,591,0,1
24,0,48897,2,0,20000,12.53,0.41,3,656,0,1
21,0,44226,0,0,20000,11.01,0.45,2,637,0,1
26,0,25012,3,2,4800,5.99,0.19,3,682,1,0
25,0,51210,4,0,20000,13.47,0.39,4,645,0,1
22,0,51305,1,0,20000,6.99,0.39,4,602,0,1
25,0,25295,3,1,5650,15.99,0.22,2,637,1,0
23,1,24930,0,2,3625,11.01,0.15,3,662,1,0
22,0,45716,0,0,20000,16.69,0.44,3,447,0,1
25,0,46683,3,0,20000,11.11,0.43,4,636,0,1
22,1,54870,0,0,20000,7.9,0.36,4,631,0,1
23,0,55291,3,0,20000,10.25,0.36,2,632,0,1
24,1,54919,4,0,20000,11.01,0.36,2,670,0,1
23,1,25141,0,1,1200,7.49,0.05,3,700,0,0
22,0,54899,0,0,20000,13.92,0.36,3,650,0,1
24,0,47903,0,0,20000,14.74,0.42,2,665,0,1
24,0,56744,0,0,20000,10.62,0.35,2,582,0,1
22,0,58440,0,0,20000,10.65,0.34,3,656,0,1
22,1,51628,0,0,20000,12.99,0.39,3,635,0,1
22,0,58859,1,0,20000,11.36,0.34,4,672,0,1
22,1,24521,0,1,7500,5.79,0.31,4,612,1,0
23,1,60235,4,0,20000,6.54,0.33,4,615,0,1
25,1,25654,6,2,4000,5.79,0.16,2,725,0,0
25,1,61114,1,0,20000,7.49,0.33,3,639,0,1
25,1,60990,1,0,20000,13.43,0.33,2,691,0,1
22,1,61072,0,0,20000,13.22,0.33,2,681,0,1
22,0,25229,1,1,5000,14.72,0.2,3,604,1,0
22,1,53980,0,0,20000,15.68,0.37,4,688,0,1
24,0,61918,2,0,20000,11.01,0.32,3,672,0,1
25,1,62299,3,0,20000,11.48,0.32,3,680,0,1
24,0,62192,3,0,20000,10.38,0.32,3,640,0,1
22,0,62045,0,0,20000,12.53,0.32,3,629,0,1
22,0,62350,1,0,20000,13.47,0.32,2,677,0,1
24,1,62508,0,0,20000,12.21,0.32,4,571,0,1
25,0,63607,2,0,20000,10.99,0.31,3,647,0,1
25,0,63921,3,0,20000,11.36,0.31,4,568,0,1
22,0,56273,0,0,20000,16,0.36,4,700,0,1
26,0,24569,4,2,1500,7.74,0.06,3,570,1,0
24,0,63481,3,0,20000,15.65,0.32,2,633,0,1
25,0,56451,0,0,20000,11.78,0.35,2,646,0,1
24,1,63897,0,0,20000,11.01,0.31,3,614,0,1
22,1,57193,0,0,20000,16.77,0.35,3,532,0,1
22,0,65874,0,0,20000,9.91,0.3,4,617,0,1
23,1,58705,3,0,20000,15.65,0.34,4,603,0,1
23,0,58236,2,0,20000,14.96,0.34,3,588,0,1
23,0,65738,0,0,20000,11.83,0.3,4,668,0,1
24,0,59765,2,0,20000,11.66,0.33,4,643,0,1
26,0,67019,2,0,20000,12.18,0.3,4,639,0,1
24,1,67265,2,0,20000,6.91,0.3,2,525,0,1
25,0,66906,3,0,20000,6.91,0.3,3,666,0,1
26,1,59603,7,0,20000,19.79,0.34,3,642,0,1
25,0,67174,2,0,20000,9.88,0.3,4,646,0,1
22,1,24993,1,2,16600,9.76,0.66,3,634,1,0
23,0,66844,0,0,20000,12.53,0.3,2,655,0,1
25,1,67482,6,0,20000,11.01,0.3,4,682,0,1
23,0,24853,0,2,7125,6.99,0.29,2,631,1,0
23,0,69387,2,0,20000,16.89,0.29,2,600,0,1
22,1,62379,0,0,20000,17.49,0.32,4,641,0,1
23,0,24853,0,2,2500,16.82,0.1,2,524,1,0
26,0,24751,2,2,3600,11.01,0.15,2,669,1,0
22,1,70529,1,0,20000,13.11,0.28,2,593,0,1
23,1,71255,2,0,20000,7.66,0.28,3,654,0,1
26,0,71761,3,0,20000,6.17,0.28,3,665,0,1
26,0,64550,8,0,20000,16.35,0.31,4,649,0,1
23,1,72969,1,0,20000,7.9,0.27,2,579,0,1
24,1,66060,4,0,20000,16.49,0.3,2,671,0,1
21,0,25666,0,1,3550,11.01,0.14,4,693,1,0
26,0,25229,3,2,7000,8,0.28,2,626,1,0
24,1,72762,6,0,20000,10.99,0.27,2,677,0,1
24,0,25451,3,1,7750,6.91,0.3,3,594,0,0
25,1,65742,1,0,20000,8.88,0.3,3,592,0,1
24,0,73352,1,0,20000,11.01,0.27,4,583,0,1
23,0,65733,0,0,20000,14.84,0.3,3,592,0,1
23,0,65802,3,0,20000,11.12,0.3,2,628,0,1
22,0,72562,1,0,20000,7.88,0.28,3,567,0,1
25,1,73028,1,0,20000,11.01,0.27,2,654,0,1
22,0,25537,0,2,6000,15.99,0.23,4,623,0,0
24,0,25526,1,2,5500,10.99,0.22,4,661,1,0
25,0,73266,1,0,20000,11.01,0.27,3,658,0,1
25,0,65555,1,0,20000,15.65,0.31,3,667,0,1
24,1,65678,4,0,20000,17.04,0.3,3,602,0,1
23,1,73286,3,0,20000,12.21,0.27,2,687,0,1
21,0,25416,1,1,1275,15.23,0.05,3,626,1,0
25,1,65967,6,0,20000,14.11,0.3,4,662,0,1
24,1,73202,1,0,20000,11.14,0.27,2,536,0,1
21,0,25710,0,1,2400,11.49,0.09,4,623,0,0
24,1,73058,3,0,20000,13.87,0.27,4,647,0,1
26,0,72650,3,0,20000,10.08,0.28,4,606,0,1
23,0,66301,2,0,20000,16.7,0.3,4,645,0,1
24,0,66951,2,0,20000,18.64,0.3,2,632,0,1
24,1,73899,0,0,20000,12.18,0.27,4,634,0,1
22,0,25644,2,1,3800,11.01,0.15,3,645,0,0
25,1,75578,2,0,20000,6.54,0.26,3,574,0,1
24,0,68349,3,0,20000,14.61,0.29,4,576,0,1
21,1,68120,0,0,20000,17.39,0.29,3,664,0,1
24,0,75484,2,0,20000,11.12,0.26,2,562,0,1
25,1,75802,2,0,20000,11.48,0.26,2,637,0,1
25,1,76733,2,0,20000,12.42,0.26,3,656,0,1
26,0,70484,4,0,20000,10.25,0.28,2,590,0,1
23,1,78886,1,0,20000,10.65,0.25,3,653,0,1
24,1,25992,3,1,5000,16.29,0.19,3,612,0,0
23,1,79348,0,0,20000,10.37,0.25,2,703,0,1
23,0,78597,1,0,20000,11.49,0.25,3,596,0,1
24,0,26216,0,1,10000,10.59,0.38,4,586,1,0
25,0,26133,4,1,5375,13.49,0.21,2,650,1,0
26,1,71856,6,0,20000,11.01,0.28,4,610,0,1
23,0,72259,2,0,20000,12.29,0.28,4,650,0,1
21,1,25869,0,2,3500,17.27,0.14,2,579,0,1
26,0,79098,2,0,20000,11.99,0.25,2,534,0,1
25,1,71754,4,0,20000,14.84,0.28,2,540,0,1
23,0,71688,0,0,20000,10.83,0.28,2,584,0,1
23,1,79539,5,0,20000,13.22,0.25,2,584,0,1
22,1,81282,1,0,20000,12.18,0.25,2,639,0,0
23,0,81580,1,0,20000,11.11,0.25,2,607,1,0
24,1,81639,4,0,20000,13.48,0.24,2,681,0,0
26,0,82432,6,0,20000,10.75,0.24,4,710,0,0
25,0,82737,4,0,20000,12.53,0.24,4,634,1,0
24,0,75890,2,0,20000,14.84,0.26,4,595,0,1
23,0,84428,1,0,20000,17.74,0.24,2,707,1,0
25,0,85061,1,0,20000,9.99,0.24,2,627,1,0
22,0,84791,0,0,20000,6.91,0.24,4,592,1,0
25,1,77982,6,0,20000,11.01,0.26,4,699,0,1
25,0,86325,2,0,20000,14.09,0.23,2,566,1,0
22,0,26244,0,2,3000,11.49,0.11,3,667,1,0
23,1,86183,1,0,20000,14.09,0.23,3,638,0,0
23,1,67625,0,0,20000,15.2,0.3,4,620,0,1
24,0,87261,1,0,20000,11.83,0.23,2,667,1,0
24,1,25826,4,3,6000,12.21,0.23,2,655,0,0
23,0,80180,0,0,20000,14.11,0.25,3,666,0,1
22,0,80179,0,0,20000,14.42,0.25,2,655,0,1
24,0,87458,3,0,20000,14.74,0.23,3,604,1,0
24,1,89922,0,0,20000,12.69,0.22,3,672,1,0
22,1,26137,0,2,1625,16.89,0.06,3,596,0,1
25,0,91179,0,0,20000,11.01,0.22,4,658,1,0
21,0,26112,0,2,4500,11.01,0.17,2,608,0,1
25,0,26559,2,2,8500,9.63,0.32,4,686,1,0
24,1,91001,0,0,20000,8.88,0.22,3,687,0,0
26,1,90978,3,0,20000,6.91,0.22,4,652,1,0
26,1,90805,4,0,20000,11.01,0.22,3,603,0,0
25,1,91130,0,0,20000,10.38,0.22,3,622,1,0
22,0,83759,1,0,20000,10.99,0.24,4,660,0,1
22,0,91033,1,0,20000,11.01,0.22,2,572,1,0
21,1,26887,0,2,7575,11.01,0.28,3,641,1,0
26,1,26792,4,1,5200,12.42,0.19,3,674,0,0
24,0,83573,1,0,20000,14.82,0.24,4,693,0,1
23,1,91541,4,0,20000,16.32,0.22,3,628,0,0
23,1,72279,2,0,20000,16,0.28,3,688,0,1
23,0,92304,0,0,20000,10.37,0.22,3,635,1,0
26,0,85207,2,0,20000,13.16,0.23,3,662,0,1
24,1,85232,5,0,20000,14.88,0.23,4,652,0,1
22,1,93127,2,0,20000,13.98,0.21,4,619,1,0
26,0,86320,2,0,20000,13.36,0.23,2,655,0,1
21,1,26946,0,1,7125,6.99,0.26,3,653,0,0
22,1,26711,0,2,4025,5.42,0.15,4,565,1,0
24,0,26769,2,2,8000,5.42,0.3,2,613,1,0
26,1,94812,4,0,20000,13.85,0.21,4,663,0,0
22,1,27119,0,2,4000,12.99,0.15,2,540,1,0
26,0,27046,5,1,4200,9.99,0.16,3,598,1,0
22,1,26902,4,2,1400,11.01,0.05,2,653,1,0
123,0,94723,100,0,20000,11.01,0.21,4,714,1,0
23,1,74473,0,0,20000,11.14,0.27,2,460,0,1
21,0,27072,0,2,3800,5.99,0.14,2,643,0,0
24,1,87447,6,0,20000,11.01,0.23,4,632,0,1
23,1,94310,0,0,20000,11.58,0.21,3,578,0,0
23,0,95354,2,0,20000,13.85,0.21,4,642,1,0
23,0,96236,0,0,20000,16.89,0.21,4,688,0,0
23,0,96969,2,0,20000,7.9,0.21,4,696,0,0
23,1,27201,0,1,6000,12.68,0.22,4,527,1,0
22,0,76808,0,0,20000,14.91,0.26,4,611,0,1
24,0,97157,0,0,20000,13.06,0.21,4,545,1,0
25,0,96773,3,0,20000,8.88,0.21,4,644,1,0
23,0,26954,0,2,2000,6.17,0.07,4,511,1,0
22,1,96673,1,0,20000,13.98,0.21,4,616,1,0
22,0,26872,3,1,8500,6.54,0.32,4,656,0,0
26,0,76420,2,0,20000,13.85,0.26,3,656,0,1
26,1,27097,2,2,1000,10.36,0.04,3,581,1,0
25,0,89914,7,0,20000,15.95,0.22,4,477,0,1
25,0,96778,2,0,20000,14.26,0.21,4,664,0,0
23,1,97783,0,0,20000,11.71,0.2,2,563,1,0
22,1,98255,0,0,20000,13.49,0.2,4,623,1,0
24,0,26747,1,2,2000,14.84,0.07,2,704,0,1
22,1,99459,0,0,20000,11.01,0.2,2,691,0,0
23,1,92036,2,0,20000,15.05,0.22,4,648,0,1
22,0,93070,0,0,20000,13.79,0.21,4,662,0,1
24,1,101201,6,0,20000,13.48,0.2,3,569,0,0
26,1,26764,4,1,3000,6.76,0.11,2,642,0,0
23,0,102232,1,0,20000,11.11,0.2,4,663,1,0
25,1,101849,3,0,20000,13.92,0.2,2,627,1,0
23,1,26678,1,1,4400,12.53,0.16,2,610,1,0
21,0,27041,0,2,10000,11.14,0.37,2,534,1,0
24,1,95807,5,0,20000,14.11,0.21,2,678,0,1
23,1,103275,0,0,20000,7.49,0.19,2,597,1,0
25,0,103166,3,0,20000,10.25,0.19,3,653,1,0
26,0,88672,2,0,20000,12.53,0.23,2,571,0,1
21,1,27289,0,2,1500,11.86,0.05,3,659,1,0
23,0,27174,0,1,9000,7.88,0.33,3,619,1,0
25,1,102975,0,0,20000,11.01,0.19,2,663,0,0
24,0,27558,0,2,4000,11.01,0.15,2,621,1,0
22,1,105649,1,0,20000,13.85,0.19,4,575,1,0
23,0,27887,0,1,6000,13.23,0.22,4,477,1,0
22,1,109017,1,0,20000,11.01,0.18,4,639,1,0
23,0,94566,1,0,20000,18.25,0.21,2,611,0,1
24,1,109178,1,0,20000,6.54,0.18,3,630,0,0
23,0,108836,0,0,20000,11.49,0.18,4,560,1,0
26,0,109089,5,0,20000,11.49,0.18,3,537,1,0
22,1,27472,1,2,7000,11.71,0.25,2,694,0,0
23,0,109061,0,0,20000,13.57,0.18,4,657,1,0
25,0,110319,1,0,20000,14.35,0.18,3,572,1,0
26,0,27309,1,2,3825,10.65,0.14,4,618,1,0
22,1,111365,1,0,20000,15.65,0.18,2,649,0,0
22,0,27358,0,2,6500,11.01,0.24,4,496,1,0
25,1,27570,0,2,5875,6.62,0.21,2,680,0,1
25,0,111834,1,0,20000,9.25,0.18,2,606,1,0
22,0,27122,2,2,2400,11.71,0.09,3,612,1,0
24,0,27730,0,2,8000,5.42,0.29,4,477,1,0
26,1,113057,0,0,20000,9.45,0.18,4,606,1,0
23,0,27666,0,2,1550,7.49,0.06,2,658,0,1
22,0,114267,0,0,20000,11.01,0.18,2,602,1,0
23,0,100420,4,0,20000,11.01,0.2,2,571,0,1
23,0,115130,4,0,20000,10.99,0.17,2,701,0,0
24,1,114976,3,0,20000,11.01,0.17,3,665,0,0
21,0,27648,0,1,7350,7.66,0.27,2,635,1,0
23,1,116295,0,0,20000,13.04,0.17,3,643,1,0
22,0,27385,3,2,7200,7.14,0.26,2,636,0,0
22,1,103798,0,0,20000,15.65,0.19,4,645,0,1
22,1,118565,0,0,20000,11.83,0.17,4,575,1,0
24,1,27463,0,1,3000,16,0.11,2,647,1,0
23,0,120368,0,0,20000,15.28,0.17,4,569,1,0
21,1,27493,2,1,4000,15.05,0.15,4,528,0,0
22,0,27178,0,1,8500,15.05,0.31,4,626,0,0
24,1,120691,2,0,20000,14.22,0.17,3,664,0,0
25,1,106741,1,0,20000,16.35,0.19,3,650,0,1
26,0,27124,2,1,7500,10.96,0.28,2,600,1,0
25,1,121016,0,0,20000,13.06,0.17,2,672,0,0
25,0,120866,1,0,20000,13.06,0.17,2,563,1,0
25,1,27635,2,1,7500,11.01,0.27,3,665,0,0
23,1,27475,4,2,6700,11.01,0.24,4,605,1,0
22,0,90648,0,0,20000,14.96,0.22,4,653,0,1
23,0,90887,2,0,20000,17.04,0.22,2,685,0,1
22,0,121236,0,0,20000,12.21,0.16,3,580,1,0
25,0,27780,1,2,6400,7.88,0.23,4,672,1,0
26,0,27364,0,1,5400,5.42,0.2,3,646,0,0
26,0,125803,6,0,20000,10.74,0.16,2,636,1,0
23,1,112700,0,0,20000,13.22,0.18,3,559,0,1
23,1,114961,1,0,20000,14.59,0.17,2,654,0,1
25,0,130715,5,0,20000,11.01,0.15,4,632,0,0
25,0,117215,2,0,20000,11.01,0.17,3,672,0,1
23,0,132975,1,0,20000,12.42,0.15,3,630,0,0
22,0,132669,0,0,20000,14.17,0.15,3,476,1,0
22,1,132809,0,0,20000,13.72,0.15,3,691,1,0
24,0,133069,2,0,20000,10.38,0.15,4,672,1,0
23,0,133031,0,0,20000,11.01,0.15,2,709,0,0
22,1,28529,1,2,2000,7.51,0.07,3,521,1,0
22,1,28518,0,2,7125,11.71,0.25,3,564,0,1
23,0,28149,0,2,3000,8.9,0.11,2,626,0,1
25,1,103168,1,0,20000,17.39,0.19,2,662,0,1
23,1,28372,0,2,4800,5.79,0.17,2,667,0,0
22,0,28527,2,2,8300,12.61,0.29,2,690,0,1
23,0,145007,1,0,20000,10.37,0.14,4,628,1,0
24,0,27861,0,1,4750,11.36,0.17,3,562,1,0
24,1,146157,0,0,20000,8.9,0.14,3,670,0,0
23,1,150985,0,0,20000,11.11,0.13,4,602,0,0
22,0,28613,0,2,3000,8.94,0.1,2,595,1,0
25,0,157396,3,0,20000,15.27,0.13,2,687,0,0
26,1,156668,3,0,20000,13.11,0.13,4,668,1,0
23,0,28773,0,2,6000,16,0.21,2,657,1,0
24,1,160903,0,0,20000,12.36,0.12,2,527,1,0
22,0,28257,0,2,10625,7.51,0.38,4,524,1,0
21,1,28410,0,2,7000,8.9,0.25,3,606,1,0
25,0,168862,0,0,20000,6.54,0.12,4,546,1,0
24,1,166817,2,0,20000,15.99,0.12,3,681,0,1
23,0,28492,2,2,3600,17.27,0.13,3,502,0,1
26,0,178602,6,0,20000,17.99,0.11,3,604,0,1
22,0,193248,0,0,20000,7.49,0.1,4,599,1,0
22,0,27969,0,2,4800,10,0.17,4,644,1,0
26,1,193076,4,0,20000,9.99,0.1,3,660,1,0
26,1,202337,2,0,20000,11.36,0.1,4,652,0,0
26,1,208059,4,0,20000,11.83,0.1,2,615,0,0
21,1,28786,0,2,3000,13.35,0.1,3,638,1,0
25,0,210999,2,0,20000,14.72,0.09,2,680,1,0
25,0,28595,2,2,4400,6.76,0.15,2,611,0,0
25,1,70930,0,0,19900,11.83,0.28,4,578,0,1
26,1,140072,0,0,19800,11.48,0.14,4,617,1,0
26,0,24756,8,0,500,11.41,0.02,2,659,0,0
25,0,28644,4,2,10000,11.01,0.35,2,570,0,1
21,1,23899,1,0,700,12.29,0.03,2,658,1,0
22,1,28752,0,2,7000,14.96,0.24,3,484,1,0
25,0,23980,6,0,750,12.29,0.03,4,645,1,0
23,0,13059,0,0,1000,10.37,0.08,2,541,0,1
22,1,13021,1,0,1000,14.74,0.08,4,610,0,1
21,1,13197,1,0,1000,13.43,0.08,4,722,0,1
22,0,29111,0,2,2400,9.63,0.08,4,668,0,0
21,0,28319,0,3,2400,12.21,0.08,4,628,1,0
23,1,13817,1,0,1000,10.25,0.07,2,667,0,1
22,0,14763,0,0,1000,12.99,0.07,4,540,1,0
22,1,15248,0,0,1000,13.98,0.07,4,547,1,0
23,1,15553,3,0,1000,14.65,0.06,3,602,1,0
25,0,15255,2,0,1000,10.65,0.07,2,611,0,0
21,0,14997,0,0,1000,13.98,0.07,2,669,1,0
22,0,15102,1,0,1000,13.57,0.07,3,559,0,1
22,1,16077,3,0,1000,14.96,0.06,3,642,0,1
24,0,17683,0,0,1000,10,0.06,4,562,0,1
21,0,18221,0,0,1000,16.29,0.05,4,559,0,1
23,1,28684,1,1,2000,11.11,0.07,3,591,0,0
21,1,28348,0,1,5000,11.01,0.18,3,506,1,0
22,0,18290,2,0,1000,16.69,0.05,3,623,0,1
21,0,28367,0,1,15000,8.94,0.53,2,600,1,0
22,0,18923,0,0,1000,14.3,0.05,3,599,0,1
21,0,20259,0,0,1000,15.65,0.05,3,604,0,1
24,0,21414,3,0,1000,11.49,0.05,3,619,1,0
22,1,20953,0,0,1000,13.48,0.05,4,665,1,0
24,0,24085,3,0,1000,12.53,0.04,4,655,1,0
23,1,48233,2,0,19000,10.62,0.39,2,606,0,1
22,0,48844,0,0,19000,12.18,0.39,3,562,0,1
25,1,57272,1,0,19000,11.99,0.33,2,648,0,1
25,0,61342,1,0,19000,10.99,0.31,4,645,0,1
25,0,63600,0,0,19000,11.01,0.3,4,610,0,1
24,0,29212,1,2,7000,10.38,0.24,3,607,1,0
26,0,57891,2,0,19000,16.7,0.33,4,649,0,1
25,0,65799,2,0,19000,11.01,0.29,4,640,0,1
22,0,66071,0,0,19000,11.01,0.29,4,664,0,1
23,1,66303,3,0,19000,11.14,0.29,2,611,0,1
26,0,75656,7,0,19000,7.49,0.25,2,621,0,1
22,1,84974,1,0,19000,8.88,0.22,4,589,1,0
23,1,87479,3,0,19000,10.99,0.22,4,671,1,0
24,1,88452,0,0,19000,10.62,0.21,3,653,0,0
23,0,94830,0,0,19000,8.9,0.2,2,642,1,0
25,1,29498,6,2,6000,14.59,0.2,2,664,0,1
22,0,29756,1,1,2500,9.91,0.08,2,592,1,0
26,0,116006,3,0,19000,13.22,0.16,2,663,0,0
24,0,126727,0,0,19000,12.29,0.15,2,582,1,0
24,1,210705,0,0,19000,11.48,0.09,3,655,0,0
26,0,61142,1,0,18950,11.01,0.31,3,632,0,1
26,1,67267,2,0,18800,6.99,0.28,2,505,0,1
22,1,84840,4,0,18750,10.38,0.22,2,661,1,0
22,0,44761,0,0,18725,6.54,0.42,3,667,0,1
22,0,52878,0,0,18550,11.83,0.35,4,694,0,1
